row_index,truth,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,exact__ACC,exact__BLCA,exact__BRCA,exact__CESC,exact__COAD,exact__DLBC,exact__GBMLGG,exact__HNSC,exact__KIPAN,exact__KIRC,exact__LAML,exact__LGG,exact__LIHC,exact__LUAD,exact__LUSC,exact__OV,exact__PAAD,exact__PCPG,exact__PRAD,exact__SARC,exact__SKCM,exact__STES,exact__TGCT,exact__THCA,exact__THYM,exact__UCEC
0,KIPAN,0.020191403,0.003892193,0.015624241,0.018135246,0.029456507,0.0059714974,0.057576444,0.0081277825,0.1561918,0.116022274,7.2289617e-06,0.0033705456,0.19582659,0.044468623,0.071384445,0.059978127,0.02871407,2.367929e-05,0.008374511,0.015901325,0.012567123,0.04576485,0.069515474,0.00013583856,0.0010151599,0.011763069,0.00042914134,0.0030896906,0.016690074,0.019125754,0.011453204,0.009120706,0.054983485,0.00821306,0.12053154,0.06607982,7.742095e-06,0.00063620554,0.3164625,0.051315002,0.08043929,0.069672294,0.015793717,2.29349e-05,0.014667292,0.024370318,0.009589718,0.0293142,0.07056439,0.00016152779,0.0017722108,0.0054941676
1,SARC,0.018875524,0.006083867,0.02392073,0.0032977413,0.0046151686,0.004560107,0.5817223,0.0334701,0.01908501,0.012195612,0.00012735817,0.06430996,0.010712849,0.0053858967,0.0011745018,0.0085409125,0.060540162,0.00084429624,0.002305165,0.048985694,0.0015190296,0.04511599,0.0053327936,0.00032577195,0.002113138,0.034840334,0.0018840934,0.0027115978,0.023872139,0.0035117094,0.0059929644,0.0034056876,0.58907354,0.041616227,0.008968149,0.0055870214,0.00010360991,0.06416059,0.017882872,0.0029576244,0.0019748644,0.013257284,0.029548962,0.00025939778,0.010379507,0.066523075,0.000984738,0.059447177,0.004112281,0.00037150225,0.0034368683,0.037976515
2,SKCM,2.0836771e-05,0.001190147,7.166449e-06,0.00014118331,0.00042964463,1.4074844e-06,1.36335375e-05,0.00056097395,3.824657e-06,9.4587186e-08,8.0327345e-10,9.638528e-07,4.1449308e-05,0.00047081066,0.0018252466,2.2373541e-08,1.1333663e-06,3.0152172e-10,2.3309035e-07,9.361946e-06,0.99327445,0.0013025996,3.8017607e-09,3.4319132e-09,1.4700103e-08,0.00070473354,7.58286e-06,0.00019020768,2.3305674e-06,3.167453e-05,6.797142e-05,8.461487e-08,6.2101685e-06,0.00013340714,2.162155e-06,4.4633843e-08,8.0327345e-10,4.039767e-10,3.204816e-06,0.00012595305,0.00032311608,4.093672e-09,3.3096856e-07,3.0152172e-10,2.2365015e-07,1.4211403e-06,0.9988933,8.3783285e-05,1.6928132e-09,3.4319132e-09,1.4700058e-08,0.00012693874
3,KIRC,0.0010995814,0.0020157439,0.041947447,0.030507099,0.0033545613,0.0028865454,0.05662559,0.0063169664,0.122218005,0.33285943,0.021236653,0.012061901,0.015909769,0.010068899,0.0063658752,0.043920472,0.012644993,0.023323845,0.13676466,0.035931908,0.008620459,0.005308826,0.025260145,0.021542985,0.009730872,0.011476785,0.0033813217,0.00013661639,0.008213952,0.0027086071,0.00076955394,0.00017687227,0.015835594,0.00041742803,0.103069246,0.810019,0.0022586493,0.00423421,0.00020878842,0.00044141832,0.00047098412,0.0030179163,0.0034843264,0.0018693125,0.029479457,0.00067968725,0.002769406,0.000576916,0.0026653265,0.0008516045,0.00015450876,0.0021093371
4,GBMLGG,0.0013068166,0.006802425,0.0781794,0.0024753765,0.03753611,0.004067805,0.0965589,0.008771859,0.0072591323,0.004670003,1.106478e-05,0.0037123286,0.097016595,0.047912676,0.12969878,0.17947684,0.0644416,4.0329464e-06,0.00068444567,0.022683742,0.010055312,0.10229314,0.009229735,2.4856929e-05,0.00023638939,0.084890574,0.0038681347,0.005145097,0.0779638,0.0031291049,0.044901237,0.008208234,0.1051954,0.014009821,0.008053038,0.004289744,1.1058283e-05,0.006086227,0.094968826,0.048539467,0.13178115,0.13921705,0.06351088,4.025274e-06,0.00066182174,0.031740885,0.009767292,0.11021296,0.011085599,2.6830552e-05,0.00035739067,0.07726492
5,STES,1.4113373e-06,0.0026356515,0.0012339446,9.0561414e-05,0.0076300795,9.546627e-05,6.269155e-05,0.002369939,0.00079386565,9.101092e-08,1.2698246e-07,1.0898509e-06,0.00079110975,0.00050292816,8.2846374e-05,3.9379845e-08,3.5613442e-07,1.8843919e-07,2.4085296e-08,1.7350014e-05,0.00044610963,0.90005875,1.2131284e-07,6.9505994e-08,3.6949677e-05,0.083148204,1.3085421e-05,0.00095171126,0.0016746452,3.1402735e-05,0.006433105,2.5911657e-05,6.26747e-05,0.0025213328,0.0022462257,3.301803e-07,1.2698246e-07,1.0895694e-06,0.00016442598,0.00024791737,7.1335846e-05,3.937586e-08,3.5613442e-07,1.8843919e-07,2.4085296e-08,1.733669e-05,0.00020816937,0.9431628,1.2131282e-07,6.9505994e-08,3.6934907e-05,0.04212849
6,BRCA,0.00010347834,0.000291727,0.72654784,0.015613063,0.0023718744,0.00049120723,0.006586314,0.0045937276,0.0041867937,0.0076241153,0.07174381,0.008364308,0.0026683842,0.0017347558,0.00023597367,0.003122502,0.0006177695,0.029966278,0.02612022,0.006928775,0.001388349,0.002384183,0.0004892062,0.024214348,0.003721738,0.04788924,0.00010024266,6.4071515e-05,0.87469655,0.008111674,0.0034860787,0.00017400787,0.0035853807,0.0008596189,0.001175216,0.0017334035,0.027473485,0.0045956573,0.0005133677,0.00045001798,8.461522e-05,0.0010574894,0.0002102147,0.008274436,0.0034574405,0.0015836793,0.0006849916,0.0017998548,0.00037835212,0.00572317,0.00045027034,0.049276687
7,THCA,0.00025954985,0.00010388665,0.063077636,0.005721521,0.000105166764,0.0018355174,0.013807355,0.00078106025,0.004314206,0.0018917888,0.15658188,0.004762799,0.00079829607,0.00044310748,4.2173757e-05,0.0014567167,0.0044595525,0.16541296,0.064744644,0.04494429,0.0007773848,0.00037114072,0.004704391,0.102857165,0.35535863,0.00038718927,3.738462e-05,8.494212e-05,0.06402589,0.0056798225,0.00010614999,0.0016227276,0.011316551,0.0008752685,0.0045416444,0.0021675364,0.15759978,0.005707875,0.00088109355,0.00051192526,5.200001e-05,0.0014633199,0.0035007359,0.1604497,0.06153225,0.04544718,0.00079773454,0.0003711317,0.004289755,0.11680047,0.3497864,0.00035068722
8,LIHC,0.0049101347,0.0062170723,0.08849845,0.020687066,0.009448418,0.019866161,0.03240117,0.009760821,0.060343962,0.037636783,0.0038132502,0.0032056426,0.040502187,0.010747112,0.006493604,0.05898114,0.045960475,0.027451303,0.091287024,0.25171593,0.010753769,0.02150305,0.07267074,0.03139311,0.015682418,0.018069142,0.00035681354,0.0036782557,0.0898509,0.018764455,0.0049314783,0.019759133,0.026426371,0.010414228,0.04800722,0.035031047,0.0037774432,0.0020056937,0.049979474,0.011456244,0.006569107,0.059907384,0.019780934,0.0263352,0.115199156,0.28519368,0.005921235,0.015301981,0.0827851,0.030399319,0.017526949,0.010641168
9,STES,0.00030150538,0.00214901,0.009992985,0.0119142085,0.315576,0.0013523308,0.068822235,0.027972257,0.000988246,0.005433929,9.138995e-06,0.008731519,0.047830764,0.033298027,0.03481563,0.0148197245,0.06936263,1.7410855e-05,0.0020779783,0.0234869,0.023641469,0.28048366,0.0014165583,0.00039274932,0.00066289003,0.014450245,0.00043208082,0.0024206918,0.009794703,0.01360906,0.30746704,0.0016505686,0.078457765,0.0192496,0.0010735017,0.005861167,8.830308e-06,0.007695925,0.04748978,0.0154185435,0.03296722,0.009473282,0.06151279,1.2623029e-05,0.0011946696,0.015413875,0.011402391,0.32822245,0.0019643924,0.00022255248,0.0005983334,0.026386147
10,STES,0.0037468222,0.003872299,0.024048606,0.029475935,0.014584404,0.0020632457,0.015071477,0.005412571,0.015308716,0.044762243,0.014602965,0.01921029,0.056653123,0.007824409,0.0021155535,0.011560548,0.009661234,0.04581558,0.1721154,0.02419999,0.022036172,0.008555993,0.009475487,0.07498189,0.036033,0.32681212,0.012068977,0.016056716,0.02428142,0.03049557,0.0037074175,0.004024541,0.020689588,0.0023120744,0.021117121,0.040628597,0.010463608,0.01699939,0.037516546,0.0031900466,0.000793919,0.017039169,0.006477493,0.08934808,0.10390974,0.0199866,0.014385474,0.008806053,0.008270592,0.03370178,0.049309164,0.4044203
