row_index,truth,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,exact__ACC,exact__BLCA,exact__BRCA,exact__CESC,exact__COAD,exact__DLBC,exact__GBMLGG,exact__HNSC,exact__KIPAN,exact__KIRC,exact__LAML,exact__LGG,exact__LIHC,exact__LUAD,exact__LUSC,exact__OV,exact__PAAD,exact__PCPG,exact__PRAD,exact__SARC,exact__SKCM,exact__STES,exact__TGCT,exact__THCA,exact__THYM,exact__UCEC
0,KIPAN,0.011843083,0.014603391,0.052512202,0.024742328,0.027346717,0.010239695,0.03988307,0.021566298,0.16825652,0.100722335,2.3712116e-06,0.0057732584,0.118270904,0.029244766,0.07108973,0.061556336,0.060217734,9.250539e-06,0.015505828,0.02208222,0.009364315,0.059342794,0.05990376,0.0002315241,0.0015747179,0.014114822,0.00018080436,0.0045220326,0.050601386,0.015439923,0.01128853,0.013589092,0.041622236,0.018191032,0.13307881,0.052612904,2.3754483e-06,0.0009015568,0.23949444,0.049679603,0.1329837,0.057864588,0.02868474,4.5552993e-06,0.04099891,0.029828336,0.0048967474,0.034744725,0.034293566,0.00015044153,0.0013894453,0.0029554907
1,SARC,0.024539327,0.008702004,0.030890487,0.002711933,0.0061025037,0.006734247,0.41833827,0.039590366,0.018513627,0.010248431,0.00017529508,0.05304074,0.018822808,0.012004583,0.0017070953,0.008287616,0.053227633,0.0012442578,0.0010814337,0.15667437,0.0037737445,0.069230616,0.007295681,0.00036977607,0.0046390467,0.04205409,0.0018159746,0.003851155,0.037393834,0.0018973141,0.010175691,0.0034974713,0.30918324,0.05511524,0.016249634,0.009166446,8.3068524e-05,0.033550095,0.015632508,0.017997146,0.0036863366,0.030773329,0.032647025,0.00071620895,0.0025170057,0.22938699,0.0022403398,0.10322036,0.0060744965,0.0007068448,0.007865499,0.06455667
2,SKCM,2.3893712e-05,0.00080012117,7.0675756e-06,9.915858e-05,0.00050436385,7.3783153e-06,2.0276862e-05,0.0011394767,1.7874396e-06,6.425489e-08,2.28201e-11,6.648779e-07,4.3779462e-05,0.0007374052,0.0034232463,9.494174e-08,1.0924119e-07,2.416355e-12,5.1357834e-09,3.9562055e-06,0.9909859,0.002121349,1.4137445e-08,8.6039106e-11,2.4489317e-11,7.982233e-05,9.767654e-06,0.00015275486,7.53849e-07,1.1607926e-05,4.6949088e-05,1.4805162e-06,5.5461305e-06,0.00031255907,4.3500847e-07,4.1816133e-09,2.28201e-11,9.99992e-10,3.7010573e-06,0.00020758338,0.00029222821,1.1927487e-08,1.8353795e-08,2.416355e-12,2.657018e-10,3.4300768e-07,0.9988385,0.00010452973,3.5118697e-09,8.6039086e-11,2.4489317e-11,1.127688e-05
3,KIRC,0.0012531681,0.0016157716,0.041646607,0.018632721,0.006107245,0.0056562647,0.07124438,0.008707186,0.10108391,0.30644882,0.027941456,0.03988466,0.020333737,0.011823599,0.004086149,0.03562485,0.015576658,0.01657757,0.14267991,0.05412265,0.009886225,0.007298027,0.011638098,0.018481327,0.014067331,0.007581678,0.0020281777,0.00015677567,0.016242111,0.00043466498,0.001418738,0.0004674479,0.017755827,0.00020173301,0.094520204,0.8240488,0.0031595288,0.015869603,0.00018149188,0.00061602914,0.0002053344,0.0013819963,0.0016079656,0.0023483294,0.0068278313,0.0011488855,0.0056478214,0.0004970149,0.00085823267,0.00068297423,0.00029268037,0.0013996769
4,GBMLGG,0.0014835832,0.008263241,0.047100727,0.0013375377,0.039994333,0.008479192,0.06622595,0.030171758,0.0066043753,0.0020439674,2.4952894e-06,0.006438375,0.04825219,0.01680536,0.107015155,0.13397199,0.15483171,2.969842e-07,0.0008486368,0.031154389,0.009329266,0.19419768,0.0097893,2.2817565e-06,0.0017049084,0.07395124,0.00050302944,0.005250421,0.03867942,0.0007097946,0.047843654,0.0024975417,0.109215155,0.018692812,0.00512396,0.0011338729,2.5036907e-06,0.015561475,0.010652363,0.0151014235,0.12748583,0.09300086,0.26317886,2.946009e-07,0.00038179735,0.010745378,0.010199139,0.16059697,0.0070597585,2.3367902e-06,0.00041298682,0.055968415
5,STES,3.0099472e-05,0.0014162862,0.0008702669,0.00015146653,0.0050706356,7.789068e-05,0.0006413496,0.00043103873,0.001719109,3.5904256e-06,5.729067e-08,1.0549168e-06,0.00017669413,0.00023704839,9.0700756e-05,8.940046e-08,1.159788e-06,4.1533113e-07,3.0012593e-06,8.9874375e-06,0.00054652593,0.8310004,8.674243e-07,1.2447555e-07,0.00059569546,0.15692547,5.9508042e-05,0.00062837364,0.00074012415,5.3574073e-05,0.0014371922,5.3001586e-05,0.0006413425,0.00022463189,0.00076617114,3.590889e-06,5.729067e-08,1.0542631e-06,3.818033e-05,5.0988354e-05,6.345965e-05,8.940038e-08,1.159788e-06,4.1533113e-07,3.0012593e-06,8.983746e-06,0.00015885606,0.84653693,8.674244e-07,1.2447555e-07,0.0005949547,0.14793338
6,BRCA,0.000106083964,0.0005949753,0.7928754,0.012204873,0.0021950088,0.0007913474,0.0071420865,0.0017045129,0.0035660814,0.0056095407,0.05876436,0.004783685,0.0028817866,0.0013403631,0.00014976134,0.005741312,0.0004368082,0.023003837,0.020758925,0.0078703435,0.0009510869,0.0015873206,0.00037875204,0.011015618,0.0045640264,0.028982136,0.00015583112,8.8936795e-05,0.8850504,0.0044028694,0.0029211973,0.00018705535,0.0020289922,0.00033619604,0.0011163697,0.0020117993,0.04864766,0.0035017594,0.00061272405,0.00054555613,5.9089532e-05,0.0014046448,0.0002159756,0.0044827783,0.0035605908,0.0024115073,0.00052690576,0.0013885536,0.00021774147,0.0033755791,0.0013816403,0.029367713
7,THCA,0.0007389726,0.0001313272,0.09175541,0.0062185437,0.00016056221,0.0005183253,0.008297643,0.0007647745,0.005039986,0.0017290014,0.116550885,0.005742182,0.00079435646,0.00055556284,5.114873e-05,0.0033893154,0.0051986314,0.24651775,0.10377747,0.054742023,0.00091182184,0.00012302198,0.0019642597,0.10482946,0.23858367,0.00091392256,0.00010843888,0.0001238212,0.09282785,0.0061350195,0.00013500509,0.0005975043,0.005965304,0.00079875573,0.00521587,0.0017810584,0.095060736,0.0054131267,0.000928852,0.0006382494,6.667022e-05,0.0035740298,0.0042042984,0.26287407,0.102688976,0.05466539,0.00084206025,0.000117065225,0.0024288658,0.12096805,0.23104559,0.000795371
8,LIHC,0.004675691,0.0040951422,0.0698371,0.022594018,0.00882379,0.015232327,0.02606465,0.009289551,0.066407524,0.10701551,0.003561453,0.0047676335,0.045243602,0.01587791,0.006865116,0.09126834,0.0344248,0.036885925,0.1406755,0.15737547,0.00847873,0.017902954,0.03105449,0.034516882,0.02074004,0.016325885,0.0002637053,0.002965169,0.07494553,0.028047457,0.0053229365,0.007897047,0.0166439,0.010133622,0.052055832,0.088830434,0.0033572232,0.0032828515,0.060781594,0.013570183,0.0070891967,0.111253984,0.020570947,0.024862574,0.16252048,0.18215486,0.0045311977,0.01723945,0.03769096,0.025083426,0.026165865,0.012739553
9,STES,0.00044987063,0.0007648031,0.015351251,0.030267023,0.22410007,0.0019285476,0.047116555,0.055831026,0.0029556481,0.002784831,8.5753045e-06,0.006162368,0.043384153,0.045815144,0.0343962,0.0110254,0.07109822,1.691558e-05,0.0031696868,0.02626159,0.036618773,0.30583984,0.0023266836,0.00093317265,0.0009964705,0.030397203,0.0009442018,0.00051808247,0.0143204965,0.029079381,0.22757047,0.002930096,0.04784509,0.02020644,0.0025955038,0.0027912129,9.089117e-06,0.0038069903,0.01563296,0.02638221,0.023048775,0.005701925,0.06900536,1.0005536e-05,0.0015215043,0.012397957,0.022996588,0.4192582,0.0015008461,0.00026559798,0.00047731772,0.049183644
