profile_kind,profile_hash,support,majority_count,label_count,purity,support_bucket
raw,cf78e36ce3253629,1,1,1,1.0,1
raw,da52416613472b18,1,1,1,1.0,1
raw,ea182854aab35cf7,1,1,1,1.0,1
raw,e3b0c44298fc1c14,74,18,19,0.24324324324324326,11+
raw,6c107be3db358491,1,1,1,1.0,1
raw,ef63ecee9c7d8ed1,1,1,1,1.0,1
raw,68020e0913f6de8a,1,1,1,1.0,1
raw,5d0d31e73e71ec98,1,1,1,1.0,1
raw,e46bae321031552f,1,1,1,1.0,1
raw,df545c62fe6a5ea1,1,1,1,1.0,1
raw,d089d244b0b7c398,1,1,1,1.0,1
raw,bcef6cc813c01511,1,1,1,1.0,1
raw,bfb887447d6dfec5,1,1,1,1.0,1
raw,05b8326591fd76c9,1,1,1,1.0,1
raw,1e20cbc512538c8d,1,1,1,1.0,1
raw,7acb0f0adbebee5f,1,1,1,1.0,1
raw,1d48af4679088fcc,1,1,1,1.0,1
raw,d573b485d47848f6,1,1,1,1.0,1
raw,cadcb624f5ddb6ff,1,1,1,1.0,1
raw,5a0e0190ebc3fcc0,1,1,1,1.0,1
raw,cc0c02198fd4d0b3,1,1,1,1.0,1
raw,e359a0cc318e4a68,1,1,1,1.0,1
raw,fbb8741469002521,1,1,1,1.0,1
raw,c89fdd70c4b403e0,1,1,1,1.0,1
raw,a409cc1d40f98c93,1,1,1,1.0,1
raw,36d3bc7f8aa42a44,1,1,1,1.0,1
raw,b91caa01d9af7308,1,1,1,1.0,1
raw,25e4509b9fd90ce9,1,1,1,1.0,1
raw,6f875ea046bfdc51,1,1,1,1.0,1
raw,9049333f3bd188ad,1,1,1,1.0,1
raw,ec9b3765060c41ae,1,1,1,1.0,1
raw,3f5a3c04ea769a1b,1,1,1,1.0,1
raw,0706eb39fe5d1e1e,1,1,1,1.0,1
raw,a988fcef727847a2,1,1,1,1.0,1
raw,daf2118ad6e3db94,1,1,1,1.0,1
raw,7f57db335a6c6cac,1,1,1,1.0,1
raw,d270be8593d648e3,1,1,1,1.0,1
raw,3bee037b0684f70f,1,1,1,1.0,1
raw,23bf6a6460c9b7f8,1,1,1,1.0,1
raw,0bb6c0dc6394842d,1,1,1,1.0,1
raw,4d8d9d749e9803b5,1,1,1,1.0,1
raw,4428f5917666e2b4,1,1,1,1.0,1
raw,74272b3b63144195,1,1,1,1.0,1
raw,6734e1ead9e040a6,1,1,1,1.0,1
raw,188e5b4c267b22c2,1,1,1,1.0,1
raw,938c6af02f479699,1,1,1,1.0,1
raw,7867f8a26eea0c83,1,1,1,1.0,1
canonical_event,cf78e36ce3253629,1,1,1,1.0,1
canonical_event,da52416613472b18,1,1,1,1.0,1
canonical_event,ea182854aab35cf7,1,1,1,1.0,1
canonical_event,e3b0c44298fc1c14,74,18,19,0.24324324324324326,11+
canonical_event,6c107be3db358491,1,1,1,1.0,1
canonical_event,eaffb2c3f02ba236,1,1,1,1.0,1
canonical_event,68020e0913f6de8a,1,1,1,1.0,1
canonical_event,a5cf50559842c62b,1,1,1,1.0,1
canonical_event,e46bae321031552f,1,1,1,1.0,1
canonical_event,df545c62fe6a5ea1,1,1,1,1.0,1
canonical_event,d089d244b0b7c398,1,1,1,1.0,1
canonical_event,bcef6cc813c01511,1,1,1,1.0,1
canonical_event,bfb887447d6dfec5,1,1,1,1.0,1
canonical_event,05b8326591fd76c9,1,1,1,1.0,1
canonical_event,1e20cbc512538c8d,1,1,1,1.0,1
canonical_event,7acb0f0adbebee5f,1,1,1,1.0,1
canonical_event,1d48af4679088fcc,1,1,1,1.0,1
canonical_event,d573b485d47848f6,1,1,1,1.0,1
canonical_event,cadcb624f5ddb6ff,1,1,1,1.0,1
canonical_event,5a0e0190ebc3fcc0,1,1,1,1.0,1
canonical_event,e4293e9526428f47,1,1,1,1.0,1
canonical_event,e359a0cc318e4a68,1,1,1,1.0,1
canonical_event,fbb8741469002521,1,1,1,1.0,1
canonical_event,c89fdd70c4b403e0,1,1,1,1.0,1
canonical_event,a409cc1d40f98c93,1,1,1,1.0,1
canonical_event,e60ec3bb235cd6ba,1,1,1,1.0,1
canonical_event,b91caa01d9af7308,1,1,1,1.0,1
canonical_event,c910fa42829384e8,1,1,1,1.0,1
canonical_event,6f875ea046bfdc51,1,1,1,1.0,1
canonical_event,9049333f3bd188ad,1,1,1,1.0,1
canonical_event,ec9b3765060c41ae,1,1,1,1.0,1
canonical_event,3f5a3c04ea769a1b,1,1,1,1.0,1
canonical_event,0706eb39fe5d1e1e,1,1,1,1.0,1
canonical_event,a988fcef727847a2,1,1,1,1.0,1
canonical_event,daf2118ad6e3db94,1,1,1,1.0,1
canonical_event,7f57db335a6c6cac,1,1,1,1.0,1
canonical_event,5936e7644bb3b5f5,1,1,1,1.0,1
canonical_event,3bee037b0684f70f,1,1,1,1.0,1
canonical_event,23bf6a6460c9b7f8,1,1,1,1.0,1
canonical_event,0bb6c0dc6394842d,1,1,1,1.0,1
canonical_event,4d8d9d749e9803b5,1,1,1,1.0,1
canonical_event,4428f5917666e2b4,1,1,1,1.0,1
canonical_event,74272b3b63144195,1,1,1,1.0,1
canonical_event,6734e1ead9e040a6,1,1,1,1.0,1
canonical_event,188e5b4c267b22c2,1,1,1,1.0,1
canonical_event,938c6af02f479699,1,1,1,1.0,1
canonical_event,7867f8a26eea0c83,1,1,1,1.0,1
gene_type,52ede458c4da1e0f,1,1,1,1.0,1
gene_type,c4cca50067989b39,1,1,1,1.0,1
gene_type,38523aab5f976e1d,1,1,1,1.0,1
gene_type,e3b0c44298fc1c14,74,18,19,0.24324324324324326,11+
gene_type,c7936715f4c603c4,1,1,1,1.0,1
gene_type,d5a26995d3784722,1,1,1,1.0,1
gene_type,d41ab3cd0f6bda2e,1,1,1,1.0,1
gene_type,4f34016cb2a2a5e5,1,1,1,1.0,1
gene_type,317e00b734742e32,1,1,1,1.0,1
gene_type,b4e7cffdbecc9d16,1,1,1,1.0,1
gene_type,99e5a789e7291663,1,1,1,1.0,1
gene_type,fdb816101b5a02bd,1,1,1,1.0,1
gene_type,235550a9b3f7cfcc,1,1,1,1.0,1
gene_type,bc18afcfe7af6ad3,1,1,1,1.0,1
gene_type,4a278ebeb616da1c,1,1,1,1.0,1
gene_type,f76ef162c92f345b,1,1,1,1.0,1
gene_type,7e851910258f964f,1,1,1,1.0,1
gene_type,c91b2de91c660e19,1,1,1,1.0,1
gene_type,4a69a8128f34b69a,1,1,1,1.0,1
gene_type,5c0435cefe00276d,1,1,1,1.0,1
gene_type,1daea58304b1af67,1,1,1,1.0,1
gene_type,19d6395ac39d4452,1,1,1,1.0,1
gene_type,864601f6224ede26,2,1,2,0.5,2
gene_type,973e263cce2dd251,1,1,1,1.0,1
gene_type,50f6dde1d9d01d9f,1,1,1,1.0,1
gene_type,7b7dc4e0d60c78be,1,1,1,1.0,1
gene_type,56c49cfd1754e7fb,1,1,1,1.0,1
gene_type,0cc42c0a7d5c1655,1,1,1,1.0,1
gene_type,09e2210e4cbf03c8,1,1,1,1.0,1
gene_type,b819e9c37187c77d,1,1,1,1.0,1
gene_type,f077247d90485e44,1,1,1,1.0,1
gene_type,9816d32588d8ea33,1,1,1,1.0,1
gene_type,19836a0da1442948,2,1,2,0.5,2
gene_type,57a7f94ef4f560fe,1,1,1,1.0,1
gene_type,b1221340bfbddb0e,2,1,2,0.5,2
gene_type,5defe52fd20e0eb5,1,1,1,1.0,1
gene_type,def0219926b50ec2,1,1,1,1.0,1
gene_type,c09ccb1b324a7745,1,1,1,1.0,1
gene_type,fe04b9babf137a3b,1,1,1,1.0,1
gene_type,64ed1aec64906dba,1,1,1,1.0,1
gene_type,1fb93d66d2ec8933,1,1,1,1.0,1
gene_type,d238ebb0224a2dfe,1,1,1,1.0,1
gene_type,17543322dc91f0c6,1,1,1,1.0,1
gene_type,2c0c13f9941d2952,1,1,1,1.0,1
