row_index,truth,gate_uses_non_eb,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,candidate__ACC,candidate__BLCA,candidate__BRCA,candidate__CESC,candidate__COAD,candidate__DLBC,candidate__GBMLGG,candidate__HNSC,candidate__KIPAN,candidate__KIRC,candidate__LAML,candidate__LGG,candidate__LIHC,candidate__LUAD,candidate__LUSC,candidate__OV,candidate__PAAD,candidate__PCPG,candidate__PRAD,candidate__SARC,candidate__SKCM,candidate__STES,candidate__TGCT,candidate__THCA,candidate__THYM,candidate__UCEC
0,KIPAN,False,0.022340111,0.0061173826,0.0160062,0.023117611,0.026949063,0.0064913137,0.058334563,0.014412729,0.16468018,0.12697762,7.4707364e-06,0.0042978213,0.14252725,0.038379498,0.08012482,0.054108284,0.039716803,2.314258e-05,0.009255408,0.021595985,0.008932997,0.037347052,0.08357096,0.00016743608,0.001621392,0.012896909,0.020191403,0.003892193,0.015624241,0.018135246,0.029456507,0.0059714974,0.057576444,0.0081277825,0.1561918,0.116022274,7.2289617e-06,0.0033705456,0.19582659,0.044468623,0.071384445,0.059978127,0.02871407,2.367929e-05,0.008374511,0.015901325,0.012567123,0.04576485,0.069515474,0.00013583856,0.0010151599,0.011763069
1,SARC,False,0.0070730853,0.004692236,0.017079147,0.0027481343,0.008777294,0.0032386829,0.5929393,0.03126101,0.008655442,0.006112444,0.0001159121,0.088067874,0.009630154,0.0076051387,0.0016036207,0.00920832,0.06037578,0.00063090574,0.001771154,0.068461664,0.0020687568,0.038488667,0.0029605515,0.00024032383,0.0021486992,0.024045657,0.018875524,0.006083867,0.02392073,0.0032977413,0.0046151686,0.004560107,0.5817223,0.0334701,0.01908501,0.012195612,0.00012735817,0.06430996,0.010712849,0.0053858967,0.0011745018,0.0085409125,0.060540162,0.00084429624,0.002305165,0.048985694,0.0015190296,0.04511599,0.0053327936,0.00032577195,0.002113138,0.034840334
2,SKCM,False,2.0805996e-05,0.0033666631,1.2186888e-05,0.00039836345,0.0011577725,1.5530393e-05,1.7063934e-05,0.001085827,3.7213583e-06,5.9138703e-08,8.0327345e-10,1.3178394e-06,7.765405e-05,0.00077837746,0.0025195517,4.2725933e-08,1.330601e-06,3.0152172e-10,2.331253e-07,1.4234212e-05,0.9876931,0.0021623175,4.8227378e-09,3.4319132e-09,1.4700017e-08,0.0006739535,2.0836771e-05,0.001190147,7.166449e-06,0.00014118331,0.00042964463,1.4074844e-06,1.36335375e-05,0.00056097395,3.824657e-06,9.4587186e-08,8.0327345e-10,9.638528e-07,4.1449308e-05,0.00047081066,0.0018252466,2.2373541e-08,1.1333663e-06,3.0152172e-10,2.3309035e-07,9.361946e-06,0.99327445,0.0013025996,3.8017607e-09,3.4319132e-09,1.4700103e-08,0.00070473354
3,KIRC,False,0.0024858292,0.0026189329,0.051569004,0.03545614,0.0077726706,0.00884104,0.057763178,0.0074466136,0.12802234,0.2275949,0.02805689,0.020513784,0.021448513,0.014286877,0.0070512737,0.045289293,0.02003835,0.029507307,0.112640806,0.08283975,0.01145891,0.0065214406,0.026865412,0.020668529,0.011307627,0.011934626,0.0010995814,0.0020157439,0.041947447,0.030507099,0.0033545613,0.0028865454,0.05662559,0.0063169664,0.122218005,0.33285943,0.021236653,0.012061901,0.015909769,0.010068899,0.0063658752,0.043920472,0.012644993,0.023323845,0.13676466,0.035931908,0.008620459,0.005308826,0.025260145,0.021542985,0.009730872,0.011476785
4,GBMLGG,False,0.0038681347,0.005145097,0.0779638,0.0031291049,0.044901237,0.008208234,0.1051954,0.014009821,0.008053038,0.004289744,1.1058283e-05,0.006086227,0.094968826,0.048539467,0.13178115,0.13921705,0.06351088,4.025274e-06,0.00066182174,0.031740885,0.009767292,0.11021296,0.011085599,2.6830552e-05,0.00035739067,0.07726492,0.0013068166,0.006802425,0.0781794,0.0024753765,0.03753611,0.004067805,0.0965589,0.008771859,0.0072591323,0.004670003,1.106478e-05,0.0037123286,0.097016595,0.047912676,0.12969878,0.17947684,0.0644416,4.0329464e-06,0.00068444567,0.022683742,0.010055312,0.10229314,0.009229735,2.4856929e-05,0.00023638939,0.084890574
5,STES,False,1.2236528e-06,0.0039094524,0.0012388643,0.00015018346,0.0075927023,0.00016846544,6.266205e-05,0.0038116095,0.00075493316,1.0777837e-07,1.2698246e-07,1.0898316e-06,0.0013170631,0.0010621254,0.00020688567,3.938092e-08,3.5613442e-07,1.8843919e-07,2.4085296e-08,1.7338896e-05,0.0006202807,0.9268155,1.2131282e-07,6.9505994e-08,3.680517e-05,0.052231807,1.4113373e-06,0.0026356515,0.0012339446,9.0561414e-05,0.0076300795,9.546627e-05,6.269155e-05,0.002369939,0.00079386565,9.101092e-08,1.2698246e-07,1.0898509e-06,0.00079110975,0.00050292816,8.2846374e-05,3.9379845e-08,3.5613442e-07,1.8843919e-07,2.4085296e-08,1.7350014e-05,0.00044610963,0.90005875,1.2131284e-07,6.9505994e-08,3.6949677e-05,0.083148204
6,BRCA,False,0.00032609818,0.00047412538,0.7349123,0.020673715,0.002466665,0.0009637596,0.007670465,0.0044858893,0.00420918,0.0065746643,0.07100393,0.007027605,0.0028660093,0.0014445352,0.00024157426,0.0032364961,0.0008798773,0.033658613,0.016894484,0.010754103,0.0014533846,0.0019018018,0.00066417234,0.020643698,0.007597535,0.036975365,0.00010347834,0.000291727,0.72654784,0.015613063,0.0023718744,0.00049120723,0.006586314,0.0045937276,0.0041867937,0.0076241153,0.07174381,0.008364308,0.0026683842,0.0017347558,0.00023597367,0.003122502,0.0006177695,0.029966278,0.02612022,0.006928775,0.001388349,0.002384183,0.0004892062,0.024214348,0.003721738,0.04788924
7,THCA,False,0.00050377904,0.00037557288,0.06813041,0.0086832885,0.0003668987,0.001762919,0.012819605,0.0009195504,0.005100154,0.0029194138,0.22606334,0.004066657,0.0010276745,0.00053154543,5.2540356e-05,0.0028228057,0.0042542405,0.18978548,0.07108834,0.045905467,0.0011093402,0.000508359,0.0029763845,0.09673536,0.25061324,0.0008776252,0.00025954985,0.00010388665,0.063077636,0.005721521,0.000105166764,0.0018355174,0.013807355,0.00078106025,0.004314206,0.0018917888,0.15658188,0.004762799,0.00079829607,0.00044310748,4.2173757e-05,0.0014567167,0.0044595525,0.16541296,0.064744644,0.04494429,0.0007773848,0.00037114072,0.004704391,0.102857165,0.35535863,0.00038718927
8,LIHC,False,0.0048022904,0.0057254415,0.09023534,0.016860373,0.015155725,0.020296661,0.032216214,0.008622197,0.06477385,0.04040815,0.004785026,0.0044800937,0.03559765,0.015430904,0.006825946,0.06656058,0.050521515,0.034118943,0.08770008,0.25025386,0.013335871,0.02071896,0.044443697,0.032094542,0.017009532,0.017026516,0.0049101347,0.0062170723,0.08849845,0.020687066,0.009448418,0.019866161,0.03240117,0.009760821,0.060343962,0.037636783,0.0038132502,0.0032056426,0.040502187,0.010747112,0.006493604,0.05898114,0.045960475,0.027451303,0.091287024,0.25171593,0.010753769,0.02150305,0.07267074,0.03139311,0.015682418,0.018069142
9,STES,False,0.0008095509,0.0047220034,0.011979339,0.012652656,0.25027743,0.0031130519,0.08623341,0.04003609,0.0019770165,0.0068275053,1.03726625e-05,0.009362408,0.052583236,0.03245231,0.030583795,0.015547634,0.08476191,2.6215735e-05,0.002582974,0.029456634,0.031914547,0.2629,0.0031570753,0.0004696821,0.002063552,0.023499602,0.00030150538,0.00214901,0.009992985,0.0119142085,0.315576,0.0013523308,0.068822235,0.027972257,0.000988246,0.005433929,9.138995e-06,0.008731519,0.047830764,0.033298027,0.03481563,0.0148197245,0.06936263,1.7410855e-05,0.0020779783,0.0234869,0.023641469,0.28048366,0.0014165583,0.00039274932,0.00066289003,0.014450245
